answer_id,answer,course,year,attachments_files
513382,"Zero. You don't actually have to submit homework to get a certificate. For the certificate, you need to finish two projects – the midterm project and the capstone project. This is what you need to do to get the certificate. The rest is optional. It will give you some points. If something happens, and you don't find time to complete one homework assignment, the world won’t stop. You can just catch up and perhaps do another homework assignment. You will just not get the virtual points. But for the certificate, all you need to do is finish two projects.",Machine Learning Zoomcamp,2021,
654080,"Victoria
For example, there are some weeks that kind of overlap one another. Maybe not overlap, but you could use DBT or you could use Spark. This is what we mean by one of two approaches. You can choose what to use out of everything you’ve learned.
Alexey
Also for the pipeline, indeed, batch versus stream is also an option. How exactly your data ends up in your data warehouse before you do… Somehow you need to put the data in the data warehouse and you can do it with batch or with steam. After the data is there, you can do some other stuff on top of that to transform the data. For example, you can use DBT for that or something else. Indeed, there are many ways you can juggle it. Or maybe you can have both – that is also an option. Probably you should just go with one.
Victoria
I mean, there are some things where there's not much of an option. For example, with BigQuery you need to have Google Cloud Storage or things like that, unless you're using the local version, I guess.",Data Engineering Zoomcamp,2022,
939924,"Alexey
What do you think, Dmitry?
Dmitry
Thinking about that, I think it's referring to one of the questions before. Usually, when you have a real task, you need to do everything together. This should be a combined process and you shouldn't go step by step. Basically, one of the purposes of the EDA step is to give you the bridge to the feature selection process – thus helping you to understand what feature you will use or not use in your model. After you decide that, you need to decide whether it's okay or not okay to go with regularization. So basically, step by step.
Alexey
It also doesn't hurt to try regularization as well, even though it seems like there is no redundancy in your features – but, all of a sudden, regularization helps. So you just need to test it.
Dmitry
Or it doesn’t help.
Alexey
Yes. So you don't know. There is no way to find out except to try it.",Machine Learning Zoomcamp,2021,
88031,This is correct. Yes.,Machine Learning Zoomcamp,2021,
337445,"Victoria
I would say yes, this is the go-to, and not just DBT. Yes, DBT enforces this. If you go and read their viewpoint and all of this, they'll explain that they also do the models with this kind of structure. But as I mentioned in the modern concepts, this is a concept that comes from the 80s that Kimball defined. With the kitchen analogy, I find that very, very useful. This is normally how you go. Of course, the more complex it gets, you may need more steps, and that's okay. But always try to have this separated – What is the presentation? What is the source? You will need to do some typecasting like we do, for example, maybe do some duplication. And then in the middle, you may have more models that will go in that data pipeline, let’s say, in that flow. But this is more or less how it would look like. 
Alexey
What is the kitchen analogy? 
Victoria
The kitchen analogy is that the way you model your data is similar to how restaurants model their food. You have a warehouse where you just have raw food. This is where you have your source data. Not everyone is allowed to do that. In fact, it's actually dangerous. That's why there are security measures about who can actually go to the warehouse, what can be stored, and how it can be stored and things like that. Then you have the kitchen. Only the people that can cook this raw food and make it into food that they're going to serve are allowed in there. This would be the data engineers and the data analysts, maybe analytics engineers. This is what you would be doing in the data warehouse, trying to process that raw data. And then at the end, you have the part of the restaurant where people eat – the dining hall. This is the presentation layer of your data warehouse. This is how fact tables will look like, or your data marts, if you're building data marts. These are the business stakeholders. Everyone is allowed to get that foot, let’s say. There are no restrictions, but it's only already presented. You're not presenting them raw.
Alexey
I think we have this tableau self-service tool, where we can go and do all this Cubes and all that. This is the presentation layer, right?
Victoria
Yeah. Technically, in BI tools that are self-serve, you could have everything. You could expose everything. Right now, we have the external tables, then we create our own tables in the [inaudible] and then we create the section model and then we create the factories. I could have everything in there. I could even have the ones that my development exposed to the self-service, the BI tool, like Tableau or Looker, whatever. But what this analogy says is that you should use the presentation layer only, and not the other parts. Because if you present the raw data, then people wouldn't know how to use it. It's going to be like, “Oh, I didn't find these phones, or these other ones. Maybe it's because there was no transformation,” and things like that.
Alexey
Nice analogy.",Data Engineering Zoomcamp,2022,
717763,"Victoria
I would say it’s probably similar to what happened with data analytics engineering. Suddenly the whole stack became more complex and you couldn't just make do with a few scripts and [unintelligible] and that's probably where it started, I would assume. But I don't know the whole story of the data engineer role.
Alexey
Maybe I will give you a very, maybe not correct answer, but one from a data scientist’s perspective. Data science started more than 10 years ago. Maybe people expected too much from data science. They thought they would just hire a bunch of people with PhDs in mathematics and they would just do some magic and then the data would just be clean and the models would be perfect and the companies would earn a lot of money. 
They did this, things didn't work, and they thought, “Okay, what is the problem?” It turned out that it required a lot of engineering – all these data pipelines need to be there. I think this was around the time when data science was getting some traction, people realized that it's also important, and I think it was also together with analytics – maybe in the beginning of 2010s (somewhere around there).
Victoria
Do you want the right answer? 2011. In Airbnb and Facebook, apparently, they started to do it and it's indeed related to all of the things that we were talking about – the complexity of the ETL process, then they suddenly needed a role that was more oriented to just building these pipelines to transport and transform that data.
Alexey
I imagine that a company hires an analyst and the analyst says, “Okay, I don't know what to do with this. Somebody needs to come and set up this infra.” Then, because analysts couldn't do this, data scientists couldn't do this – somebody needed to do this. So ETL developers kind of rebranded into data engineers, I guess. Nice history Lesson.",Data Engineering Zoomcamp,2022,
851050,"Alexey
In week 3, for yellow taxi data we use 2018-2020. And for frequently/high use, I think it was 2019. For zones, it's just one file. Victoria, for week 4, we use just one month, right?
Victoria
Whatever you load, basically, in week 3. So it would be as I understand the one for 2019-2020, right? Since we're going to be building the model, it would be independent – we'll just use whatever is in the table. If they didn't get to do the homework or something like that, if at least they have one month, it should be enough for them to run the models.
Alexey
I'll try to update the description so it's less confusing. For yellow taxis, it’s 2019-2020 and for for-hire vehicles, it should be 2019. We don't use green taxis for week 3.",Data Engineering Zoomcamp,2022,
132688,"Alexey
It is possible, but only if you have a Gmail account. In Google Forms, this option does exist, but you have to have a Gmail account. Many people who take part in this course have iCloud, or Yandex, or Yahoo, or some other email provider that’s not Gmail. That's why it seems it's not really possible to do that because it requires you to be logged in to your Google and then it automatically captures your email and then sends the result. This is what I know. Maybe I'm wrong. If you know how to make it in a way that everyone, not just Gmail users, can get a confirmation and it doesn't force others to use Gmail for that, let me know.",Machine Learning Zoomcamp,2021,
278395,"Let's go to the notes. We have this course repo here. Here is the course, let's take, say, linear regression. We have the notes here – and this is where it says “Add notes from video (PRs are welcome)”. What I mean here is that – let's say you watch a video here and you took some notes. And you want to share these links with these notes with your fellow learners. You can do that by taking these notes, putting them somewhere, such as on Notion, or Medium, or GitHub, or whatever you prefer – some online page. You can put them there and just create a pull request with a link to your notes. Then somebody who maybe doesn't like watching videos can just go through your notes and read them. 
That's the idea. Even better, instead of adding links, you can add notes directly here, so people do not need to go to some external site – they have everything here in the repo. That’s the idea. I don't have time to make notes myself. That's why I added these notes. If you have time, if you want to contribute, and if you have some notes, you can contribute your notes and help everyone with that.",Machine Learning Zoomcamp,2021,
403081,"Alexey
Yes, you're free to choose any dataset. A few people already reached out to me asking if what they had was a good dataset. And I think to everyone who asked me that, I said, “Yes, this is a good dataset.” There was one thread that was a question about images – whether it's a good idea to use images with this project. I don't think it's a good idea to use images, because there will be quite a lot of things you will need to do in addition to what we cover in the course, like image processing, and trying to extract some information from images. That is outside of the scope of the course and if this is the first time you’re working with images, it could be quite difficult. I don't think it's realistic that you'll be able to do a data engineering project and then this thing on top of that in two weeks. You might end up spending too much time on that. So maybe try to select a less ambitious dataset. If it's a table, a CSV file, or parquet file, then good. If it's images, it is probably better not to use it. If it's text – with text, you also need to do quite some work to process it. Maybe if it's just natural language, it’s also not a good idea to use it. For example, this common crawl dataset, there is a lot of just text, which probably could be not a great dataset, depending on what exactly you want to do. If you're not sure, maybe share your idea – share what you want to do – and then we can tell you if it's doable within a couple of weeks or not. I also want to share a DataTalks.Club’s Slack dump. There is also quite a lot of structured information that could be used. It's also grouped by days – for each day, there is a JSON file. You can build a nice pipeline for that. I'll probably make a dump and share it in the channel and you can see if it's something you want to use or not.",Data Engineering Zoomcamp,2022,
998091,"Victoria
No, it's not bad. Normally, I wouldn't say you will have both when you're working. It will depend a lot on the use cases and all that. Actually, we thought through the project in a way that you could use the technology that you want to use. Is it okay? It's okay if you just use DBT. Also it would have been okay if you would have only used Spark and not DBT. In the future, if you want to, you can always do the Spark part. It's kind of like the equivalent to the transformation that you've done in DBT. You can even use a Spark with DBT as well, if you want to get into that. I think that's okay.
Alexey
I think it's quite common that you do some pre-processing while the data is still in the data lake. The raw data you pre-process with Spark, then you put this back to data lake again, but in a more processed/prepared format, and then you load this to a data warehouse and then in the data warehouse, you do find the final grouping, aggregations, and all these things in order to prepare the data for reports, dashboards, and so on – you do that with DBT. This is my understanding of how companies often do that.
Victoria
Yes. Or I would say that they maybe use some for some kind of data Spark, and then some kind of data DBT or the combination of both and then some data goes directly to DBT and some just directly to Spark. So that would always depend on, as always, on the use case or the company.
Alexey
This reminds me of a talk we had recently with Rahul. In this video with Rahul, he talks about modern data warehouse design. He mentions EMR – they use Spark for processing streaming things. They consume from Kafka and then here, they have DBT. Here, they have these generic ETLs. In principle, you can have something like Spark here, then he puts this to staging data, then you have DBT that gets data from the staging area to the domain area. So check the video if you haven't. Judging from the number of views, most of you probably already watched it.
Victoria
[chuckles] I haven't watched it yet. 
Alexey
Yeah, this is a good one. 
Victoria
Yeah, I wanted to. I downloaded it for my client.
Alexey
[chuckles] Cool. Rahul shared this link on his LinkedIn and a lot of people saw it. This post was quite popular, so that's why a lot of people saw this video. It's a cool video. Check it out.",Data Engineering Zoomcamp,2022,
890166,No reason. I just think Flask is the most popular framework for doing this. It's relatively simple. That's the main reason.,Machine Learning Zoomcamp,2021,
764907,"So far, for week two and for week three, we will follow the simple approach. So the simple approach is what I described. We just take an entire dataset, and we split it into three parts: train, validation, and test. So this is what we'll use for week two and week three. In week four, we will talk about cross validation – I will not explain what that is right now. But what I want to say is that this approach to validation is sufficient for many cases. I think it's pretty safe to say that in many, many, many applications, just doing this split once is enough. 
Cross validation, of course, is nicer and we will learn more about this in week four. Right now, I will not go into detail and try to explain it. Wait for the video. So “how to select an approach for cross validation?” I would say that there are multiple options: k-fold… I'm not sure many people will understand that because we haven't covered that yet. But basically, if your dataset is big, then you don't need k-fold. If your dataset is smaller, then use k-fold. For “leave p out” – I've never used it personally.",Machine Learning Zoomcamp,2021,
373352,"To be honest, no. I haven't used Uvicorn. I have used Gunicorn. I don't know if it matters. I haven't actually checked benchmarks. We use Gunicorn. We also use others – I don't remember which ones. There is no reason, basically.",Machine Learning Zoomcamp,2021,
163271,"Ankush
I think dedicating around two to three hours would be enough. Going through the videos will be less, but you might want to do the homework. And you might want to experiment on your own a bit with the technologies that you are not familiar with. That might take a bit more time. But on average, two to three hours per week should be enough to finish the course.",Data Engineering Zoomcamp,2022,
181614,"Alexey
Yeah, you can learn Scala for Spark. It will be useful. I think we've had a discussion about this and Ankush said it’s definitely going to be useful. I remember one case when, in my previous company, we needed to rewrite something from Python to Scala and it improved the speed of this step significantly – just rewriting it. So knowing Scala is helpful, but I think you can get away with just Python for most of the stuff. It depends on how deep you want to go into Spark, and then maybe you can learn this. My personal opinion is that there are better ways to learn than Scala. [chuckles] Tastes differ. Victoria, do you have any suggestions or ideas? Should they learn Scala or something else?
Victoria
No, I think that's more of a data engineering focus, definitely. But I'm with you – if you learn Python and stuff. I also think if you come from a computer science background, it just depends, right? If you already know how to program and all of that, don't be scared if you had to pick up Scala, because you'll probably be able to do it anyway. Of course, like everything, you'll have to learn something, but don't be scared that you will not be able to know it or something or that people won't hire you because of that.
Alexey
Yeah. To get hired, Python is sufficient. Also, talking about Scala – as I understood, for Kafka, packages in the Java world in JVM, for both Java, Scala and other JVM languages – are more advanced than Python. For some things, for example, for streaming, there are also libraries like Flink – they have Python integration, but still the Java API and the Scala API are better. For some use cases, you might end up learning Scala or Java. I would say – don't learn it until you need it. But if you are into programming languages, you can pick it up.
Victoria
I think it's always better to know a few things well – like Python and SQL and stuff like that – and then pick the other things up. As opposed to knowing a bunch of things but just not very well. That's my strategy, I would say.",Data Engineering Zoomcamp,2022,
971586,"Alexey
Do you have any ideas, Sejal?
Sejal
Yeah, I think we updated... Maybe you should move that section to the main readme page. You know that part where there are some additional things that we could do in our setup, such as writing unit tests, and the CI/CD framework, and so on and so forth? I think it's in the “project” section, but maybe we should move it to the parent branch. But those are some of the things that you can cover a bit further, I would say, to make a complete packaged environment for yourself, including the test cases and automatic deployment pipelines.
Alexey
Yeah, I think it's a good idea to move it out of the project. Like “next steps,” right?
Sejal
Exactly. This is just something, based on that question, see how many things can be automated out of this. There might be some cases where you can run scheduled pipelines in Airflow (or whichever tool you're using) in order to generate more frequent reports (maybe weekly reports) for results that you need on a daily basis. Let's say you have a forecasting pipeline where you're estimating the stock prices a week from now, maybe you can have a scheduled cron job based on that. That's something that, with a dashboard, can reflect those predictions or any real-time stock market prices also on a weekly basis or on a daily basis for you. So that is also an app that you can create for yourself. Just an idea.
Alexey
I'm thinking that there are a few things we didn't cover. For example, we didn't cover serverless, which is quite an interesting concept also for stream processing. Let's say you have a stream, and then you have a lambda function (or whatever, I don't remember what they are called in Google). So you have a function that you use for consuming from a stream, and then doing something, and then putting it to another stream. You can build quite complex pipelines from these streams without writing the consumer code yourself. You just write a lambda function that is applied to a stream and does something, and then internally, it handles everything you need to handle (to consume) and so on. This is quite a cool concept – serverless. Another thing we didn't cover that could be useful for data engineers is Kubernetes. Or a similar thing, for example, using AWS Batch on Amazon or using Kubernetes Jobs, or something like that. That also could be quite useful.
Sejal 
Yeah, +1 for Kubernetes. I think most companies are using it, preferring to use Kubernetes as the choice of cloud cluster instead of AWS. Having settled hosted solutions on Kubernetes is definitely a plus, so I definitely recommend learning it.
Alexey
There is another thing I would like to recommend learning about, which is something we didn't cover at all. With serverless, the thing I mentioned – we kind of covered that a little bit in the streaming week. With Kubernetes, we kind of covered it a little bit in the batch week. We at least mentioned that you can use a Kubernetes job for batch jobs, or serverless for streaming. What we didn't cover at all is the concept of data monitoring, data quality checks, and things like this. There are a few nice tools that do that. For example, tomorrow, in DataTalks.Club, will have a webinar (a workshop) about data monitoring with whylogs. Whylogs is a tool for doing data monitoring. There are other nice tools, for example, maybe you've heard about Great Expectations, or Soda SQL – there are quite a few of them. This is something we didn't cover at all. Well, maybe a little bit in the DBT Week. We covered testing a bit. But I think this deserves more attention. This is something that many companies are looking into, so definitely worth checking out. Victoria, maybe you also have some ideas?
Victoria
Definitely data quality, I agree on that one. With DBT, you can do a lot. There are a bunch of packages as well. But, of course, you have to have an implementation. Other than that, observability. I'm not sure if you mentioned that. I guess you did as well. [Alexey mentions monitoring and observability] Also very good tools. 
Alexey
Something we also didn't cover specifically, but mentioned a few times, are tools like Fivetran and so on. I think they're gaining popularity. Or Airbyte, which is an open source alternative for Fivetran. This is also worth checking out. But as you see, there are many, many, many things that didn't make it into the course that look quite useful. Then you might think, “Okay, now I need to learn five, six more topics.” Maybe you shouldn't just try to learn as much as possible. If your goal is to, let's say, work as a data engineer, you can already start applying to data engineering positions and then see what they ask you – what kind of things do they need from you that you don't know yet? There are thousands of things that you can potentially learn, and it's very difficult to select what the next one should be. So maybe you base your decision on whatever you hear from potential employers.",Data Engineering Zoomcamp,2022,
204569,"Alexey
I don't think I really understand the question. 
Ankush
If you're in the same VPC, does it matter?
Alexey
But the cluster – is it a Spark cluster or which cluster? A Kafka cluster?
Ankush
If they're all running in the same VPC, they should be able to access each other's IP, right? 
Alexey
Yeah. Oh, okay, externally IP. I guess if you're running inside the same network, then you can use just an internal IP. Or if it's inside Kubernetes, then you can just refer to them by names of deployments. I don't know. 
Ankush
I also don't know. It's really specific to that particular use case. You need to give us more. Maybe on Slack you can explain it a bit more – Where are you running this? What kind of machines? And what exactly are  you exposing in terms of external IP?
Alexey
But usually, you have a Kafka cluster (some Kafka machines) and then you have a Spark cluster. And then the Spark cluster connects to Kafka and reads data from that. 
Ankush
It just depends which VPC you are running in. If you're running in different VPCs, then you need to expose it separately. Then you need to expose the IP and all that. But if you are running in the same VPC, it should not matter. You should be able to access it internally. But I might be wrong. I'm no no DevOps. [chuckles]
Alexey
Usually, I take these things for granted, and maybe this is not a good thing. They work and I am very grateful to the data team that makes these tools work, but I often don't ask myself, “Okay, how is it actually configured?” Because it just works until it doesn't – when it doesn't, then I can go to the support channel and ask, “Hey, can you please fix it?” 
Ankush
I think that's also not the data team, that's also maybe a DevOps team embedded inside the data team. Because you're working at OLX, which is a pretty big company. Maybe you have many smaller teams inside big teams? But I guess it's about a DevOps topic.",Data Engineering Zoomcamp,2022,
83369,"Yes, I will. I haven't written the script for that yet. What I actually want to do is – many people asked me how they can see the results and I made a mistake at the beginning when I was letting people register. I didn't add a checkbox saying that it's okay to use some of the data (like first name and last name) in public. So I cannot really have a public leaderboard, where everyone can just go and check their score, simply because I didn't ask for permission to do that. What I want to do instead is to write a web service where there’ll be an email field. So you go there, you put your email, and you get the scores. This is only an idea. I hope I'll be able to implement this. 
Hopefully, it shouldn't be too difficult and you will be able to get your scores this way. But yes, I will grade the homework. I will store the scores of this course, because at the end, if you remember from the first video I talked about the public leaderboard at the end. Of course, for the 100 people on the leaderboard, I will ask them for their permission to publish their names. But before that, I'll need to figure out how exactly to communicate the results of each separate homework. For me, grading is actually not difficult. I want to write a script for doing that.",Machine Learning Zoomcamp,2021,
